DateOfValuation,Size SqM,SqFt,PropertyType,NoOfFloors,ADDRESS,SCHEME,PRICE,YEAR,pricePerSqft,Seller
27/11/2017,180.05,1938.00,Terraced House,2,""45",JALAN DESA DAMAI"TMN DESA,1535000.00,2017,792.2572467,null
27/11/2017,180.05,1938.00,Terraced House,2,""45",JALAN DESA DAMAI"TMN DESA,1535000.00,2017,792.2572467,null
26/01/2021,163.04,1755.00,Terraced House,2,""23",JALAN DESA RIA 2"TMN DESA,1460000.00,2021,832.1384642,null
26/01/2021,163.04,1755.00,Terraced House,2,""23",JALAN DESA RIA 2"TMN DESA,1460000.00,2021,832.1384642,null
11/2/2020,163.04,1755.00,Terraced House,2,""NO.17",JALAN DESA SETIA"TMN DESA,1463000.00,2020,833.8483377,null
11/2/2020,163.04,1755.00,Terraced House,2,""NO.17",JALAN DESA SETIA"TMN DESA,1463000.00,2020,833.8483377,null
15/08/2019,175.96,1894.00,Terraced House,2,""45",LINGKUNGAN DESA"TMN DESA,1650000.00,2019,870.9668429,null
15/08/2019,175.96,1894.00,Terraced House,2,""45",LINGKUNGAN DESA"TMN DESA,1650000.00,2019,870.9668429,null
14/09/2017,1535.60,16529.00,Detached House,3,""NO 5",JLN NUSA"TMN DUTA,8000000.00,2017,483.996509,null
14/09/2017,1535.60,16529.00,Detached House,3,""NO 5",JLN NUSA"TMN DUTA,8000000.00,2017,483.996509,null
12/12/2017,1144.38,12318.00,Detached House,2,""NO. 8",CHANGKAT DUTA"TMN DUTA,7300000.00,2017,592.618707,null
12/12/2017,1144.38,12318.00,Detached House,2,""NO. 8",CHANGKAT DUTA"TMN DUTA,7300000.00,2017,592.618707,null
28/02/2018,1890.02,20344.00,Detached House,2,""1",PSN CARRUTHERS"TMN DUTA,12796924.00,2018,629.0340173,null
28/02/2018,1890.02,20344.00,Detached House,2,""1",PSN CARRUTHERS"TMN DUTA,12796924.00,2018,629.0340173,null
15/06/2020,1657.86,17845.00,Detached House,2,""NO. 11",JLN NUSA"TMN DUTA,16000000.00,2020,896.5860899,null
15/06/2020,1657.86,17845.00,Detached House,2,""NO. 11",JLN NUSA"TMN DUTA,16000000.00,2020,896.5860899,null
8/8/2019,78.97,850.00,Terraced House,2,""14",JALAN 1/100A"TMN GEMILANG,400000.00,2019,470.3955945,null
8/8/2019,78.97,850.00,Terraced House,2,""14",JALAN 1/100A"TMN GEMILANG,400000.00,2019,470.3955945,null
31/12/2018,142.98,1539.00,Terraced House,2,""30",JLN 4/100A"TMN GEMILANG,728000.00,2018,472.9613886,null
31/12/2018,142.98,1539.00,Terraced House,2,""30",JLN 4/100A"TMN GEMILANG,728000.00,2018,472.9613886,null
15/04/2021,73.02,786.00,Terraced House,2,""NO.42",JALAN 1/100A"TMN GEMILANG,400000.00,2021,509.0582461,null
15/04/2021,73.02,786.00,Terraced House,2,""NO.42",JALAN 1/100A"TMN GEMILANG,400000.00,2021,509.0582461,null
27/02/2021,108.98,1173.00,Terraced House,2,""61",JLN 3/100A"TMN GEMILANG,600000.00,2021,511.3933756,null
27/02/2021,108.98,1173.00,Terraced House,2,""61",JLN 3/100A"TMN GEMILANG,600000.00,2021,511.3933756,null
20/12/2017,142.98,1539.00,Terraced House,2,""30",JLN 6/100A"TMN GEMILANG,800000.00,2017,519.7377897,null
20/12/2017,142.98,1539.00,Terraced House,2,""30",JLN 6/100A"TMN GEMILANG,800000.00,2017,519.7377897,null
19/06/2019,74.04,797.00,Terraced House,2,""NO.34",JALAN 1/100A"TMN GEMILANG,418000.00,2019,524.7771392,null
19/06/2019,74.04,797.00,Terraced House,2,""NO.34",JALAN 1/100A"TMN GEMILANG,418000.00,2019,524.7771392,null
28/06/2017,96.99,1044.00,Terraced House,2,""17",JALAN 3/100A"TMN GEMILANG,555000.00,2017,531.5591453,null
28/06/2017,96.99,1044.00,Terraced House,2,""17",JALAN 3/100A"TMN GEMILANG,555000.00,2017,531.5591453,null
8/1/2019,95.04,1023.00,Terraced House,2,""NO. 71",JLN 4/100A"TMN GEMILANG,565000.00,2019,552.529141,null
8/1/2019,95.04,1023.00,Terraced House,2,""NO. 71",JLN 4/100A"TMN GEMILANG,565000.00,2019,552.529141,null
1/9/2017,78.97,850.00,Terraced House,2,""70",JALAN 3/100A"TMN GEMILANG,480000.00,2017,564.4747134,null
1/9/2017,78.97,850.00,Terraced House,2,""70",JALAN 3/100A"TMN GEMILANG,480000.00,2017,564.4747134,null
26/10/2020,66.98,721.00,Terraced House,2,""NO. 68",JALAN 1/100A"TMN GEMILANG,438000.00,2020,607.3368791,null
26/10/2020,66.98,721.00,Terraced House,2,""NO. 68",JALAN 1/100A"TMN GEMILANG,438000.00,2020,607.3368791,null
17/08/2020,65.03,700.00,Terraced House,2,""NO. 79",JALAN 1/100A"TMN GEMILANG,465000.00,2020,664.6146986,null
17/08/2020,65.03,700.00,Terraced House,2,""NO. 79",JALAN 1/100A"TMN GEMILANG,465000.00,2020,664.6146986,null
6/1/2018,65.03,700.00,Terraced House,2,""3",JALAN 1/100A"TMN GEMILANG,550000.00,2018,786.1034069,null
6/1/2018,65.03,700.00,Terraced House,2,""3",JALAN 1/100A"TMN GEMILANG,550000.00,2018,786.1034069,null
3/6/2018,92.90,1000.00,Condominium/Apartment,13,""2-2-11",JLN 5/100A"TMN GEMILANG FLAT,330000.00,2018,330.0111181,null
3/6/2018,92.90,1000.00,Condominium/Apartment,13,""2-2-11",JLN 5/100A"TMN GEMILANG FLAT,330000.00,2018,330.0111181,null
16/07/2019,92.90,1000.00,Flat,13,""2-1-3",JLN 5/100A"TMN GEMILANG FLAT,330000.00,2019,330.0111181,null
16/07/2019,92.90,1000.00,Flat,13,""2-1-3",JLN 5/100A"TMN GEMILANG FLAT,330000.00,2019,330.0111181,null
13/11/2018,77.02,829.00,Flat,13,""A-G-105",JLN 5/100A"TMN GEMILANG FLAT,275000.00,2018,331.7968925,null
13/11/2018,77.02,829.00,Flat,13,""A-G-105",JLN 5/100A"TMN GEMILANG FLAT,275000.00,2018,331.7968925,null
24/08/2020,66.98,721.00,Condominium/Apartment,18,""A-15-8",JALAN 109F"TMN GOLDEN,300000.00,2020,415.9841638,null
24/08/2020,66.98,721.00,Condominium/Apartment,18,""A-15-8",JALAN 109F"TMN GOLDEN,300000.00,2020,415.9841638,null
7/5/2018,901.16,9700.00,Detached House,2,""60",JLN TANJUNG 12"TMN KHET LOONG,2850000.00,2018,293.8243319,null
7/5/2018,901.16,9700.00,Detached House,2,""60",JLN TANJUNG 12"TMN KHET LOONG,2850000.00,2018,293.8243319,null
6/1/2017,654.97,7050.00,Detached House,2,""8",LRG PADANG JAWA"TMN KHET LOONG,2320000.00,2017,329.0614678,null
6/1/2017,654.97,7050.00,Detached House,2,""8",LRG PADANG JAWA"TMN KHET LOONG,2320000.00,2017,329.0614678,null
30/11/2020,560.02,6028.00,Detached House,2,""NO. 2",LORONG PADANG JAWA"TMN KHET LOONG,2330000.00,2020,386.5433798,null
30/11/2020,560.02,6028.00,Detached House,2,""NO. 2",LORONG PADANG JAWA"TMN KHET LOONG,2330000.00,2020,386.5433798,null
3/12/2020,633.97,6824.00,Detached House,2,""NO. 10",LORONG PADANG JAWA"TMN KHET LOONG,2650000.00,2020,388.3174988,null
3/12/2020,633.97,6824.00,Detached House,2,""NO. 10",LORONG PADANG JAWA"TMN KHET LOONG,2650000.00,2020,388.3174988,null
3/8/2017,620.59,6680.00,Detached House,2,""7",JLN TELUK BATU"TMN KHET LOONG,2750000.00,2017,411.6905166,null
3/8/2017,620.59,6680.00,Detached House,2,""7",JLN TELUK BATU"TMN KHET LOONG,2750000.00,2017,411.6905166,null
1/10/2019,163.04,1755.00,Terraced House,1,""24",JALAN TANJUNG 12"TMN KHET LOONG,630000.00,2019,359.0734469,null
1/10/2019,163.04,1755.00,Terraced House,1,""24",JALAN TANJUNG 12"TMN KHET LOONG,630000.00,2019,359.0734469,null
11/4/2020,90.02,969.00,Flat,5,""8-4-6",JALAN CHERAS"TMN KOBENA,200000.00,2020,206.4513998,null
11/4/2020,90.02,969.00,Flat,5,""8-4-6",JALAN CHERAS"TMN KOBENA,200000.00,2020,206.4513998,null
31/01/2019,52.95,570.00,Flat,5,""2-0-6",JLN 3/29B"TMN KOBENA,125000.00,2019,219.1111554,null
31/01/2019,52.95,570.00,Flat,5,""2-0-6",JLN 3/29B"TMN KOBENA,125000.00,2019,219.1111554,null
8/6/2018,52.95,570.00,Flat,5,""2-3-1",JALAN 4/29B"TMN KOBENA,135000.00,2018,236.6400479,null
8/6/2018,52.95,570.00,Flat,5,""2-3-1",JALAN 4/29B"TMN KOBENA,135000.00,2018,236.6400479,null
6/2/2017,90.02,969.00,Flat,5,""7-4-2",LORONG 3/92B"TMN KOBENA,230000.00,2017,237.4191098,null
6/2/2017,90.02,969.00,Flat,5,""7-4-2",LORONG 3/92B"TMN KOBENA,230000.00,2017,237.4191098,null
25/03/2019,52.95,570.00,Flat,5,""4-0-1",JLN 3/29B"TMN KOBENA,150000.00,2019,262.9333865,null
25/03/2019,52.95,570.00,Flat,5,""4-0-1",JLN 3/29B"TMN KOBENA,150000.00,2019,262.9333865,null
16/01/2018,90.02,969.00,Flat,5,""5-1-6",LRG 4/92B"TMN KOBENA,255000.00,2018,263.2255347,null
16/01/2018,90.02,969.00,Flat,5,""5-1-6",LRG 4/92B"TMN KOBENA,255000.00,2018,263.2255347,null
24/05/2017,90.02,969.00,Flat,5,""6-3-1",JALAN CHERAS"TMN KOBENA,256000.00,2017,264.2577917,null
24/05/2017,90.02,969.00,Flat,5,""6-3-1",JALAN CHERAS"TMN KOBENA,256000.00,2017,264.2577917,null
13/12/2017,90.02,969.00,Flat,5,""8-3-2",JALAN CHERAS"TMN KOBENA,260000.00,2017,268.3868197,null
13/12/2017,90.02,969.00,Flat,5,""8-3-2",JALAN CHERAS"TMN KOBENA,260000.00,2017,268.3868197,null
16/03/2018,90.02,969.00,Flat,5,""10-3-3",BATU 3/12,JALAN CHERAS"TMN KOBENA,270000.00,2018,278.7093897,null
16/03/2018,90.02,969.00,Flat,5,""10-3-3",BATU 3/12,JALAN CHERAS"TMN KOBENA,270000.00,2018,278.7093897,null
11/4/2019,90.02,969.00,Flat,5,""5-3-3",LORONG 3/92B"TMN KOBENA,270000.00,2019,278.7093897,null
11/4/2019,90.02,969.00,Flat,5,""5-3-3",LORONG 3/92B"TMN KOBENA,270000.00,2019,278.7093897,null
22/07/2020,90.02,969.00,Flat,5,""8-1-10",JLN CHERAS"TMN KOBENA,270000.00,2020,278.7093897,null
22/07/2020,90.02,969.00,Flat,5,""8-1-10",JLN CHERAS"TMN KOBENA,270000.00,2020,278.7093897,null
5/3/2019,90.02,969.00,Flat,4,""6-1-1",LORONG 3/92B"TMN KOBENA,278000.00,2019,286.9674457,null
5/3/2019,90.02,969.00,Flat,4,""6-1-1",LORONG 3/92B"TMN KOBENA,278000.00,2019,286.9674457,null
14/08/2019,52.95,570.00,Flat,5,""1-0-6",JLN 3/29B"TMN KOBENA,165000.00,2019,289.2267252,null
14/08/2019,52.95,570.00,Flat,5,""1-0-6",JLN 3/29B"TMN KOBENA,165000.00,2019,289.2267252,null
12/7/2020,52.95,570.00,Flat,5,""4-1-2",JALAN 4/29B"TMN KOBENA,165000.00,2020,289.2267252,null
12/7/2020,52.95,570.00,Flat,5,""4-1-2",JALAN 4/29B"TMN KOBENA,165000.00,2020,289.2267252,null
7/12/2018,90.02,969.00,Flat,5,""7-0-5",JALAN CHERAS"TMN KOBENA,300000.00,2018,309.6770997,null
7/12/2018,90.02,969.00,Flat,5,""7-0-5",JALAN CHERAS"TMN KOBENA,300000.00,2018,309.6770997,null
12/12/2019,90.02,969.00,Flat,5,""11-3-1",JLN CHERAS"TMN KOBENA,300000.00,2019,309.6770997,null
12/12/2019,90.02,969.00,Flat,5,""11-3-1",JLN CHERAS"TMN KOBENA,300000.00,2019,309.6770997,null
7/10/2018,52.95,570.00,Low-Cost Flat,5,""3-4-2",OFF JALAN CHERAS"TMN KOBENA,120000.00,2018,210.3467092,null
7/10/2018,52.95,570.00,Low-Cost Flat,5,""3-4-2",OFF JALAN CHERAS"TMN KOBENA,120000.00,2018,210.3467092,null
9/12/2017,52.95,570.00,Low-Cost Flat,5,""2-4-5",JLN CHERAS"TMN KOBENA,128000.00,2017,224.3698232,null
9/12/2017,52.95,570.00,Low-Cost Flat,5,""2-4-5",JLN CHERAS"TMN KOBENA,128000.00,2017,224.3698232,null
21/09/2017,52.95,570.00,Low-Cost Flat,5,""2-0-7",LRG 4/92B"TMN KOBENA,130000.00,2017,227.8756017,null
21/09/2017,52.95,570.00,Low-Cost Flat,5,""2-0-7",LRG 4/92B"TMN KOBENA,130000.00,2017,227.8756017,null
1/5/2018,52.95,570.00,Low-Cost Flat,5,""4-3-1",LRG 4/92B"TMN KOBENA,130000.00,2018,227.8756017,null
1/5/2018,52.95,570.00,Low-Cost Flat,5,""4-3-1",LRG 4/92B"TMN KOBENA,130000.00,2018,227.8756017,null
13/10/2020,52.95,570.00,Low-Cost Flat,5,""1-1-7",JALAN CHERAS"TMN KOBENA,130000.00,2020,227.8756017,null
13/10/2020,52.95,570.00,Low-Cost Flat,5,""1-1-7",JALAN CHERAS"TMN KOBENA,130000.00,2020,227.8756017,null
27/12/2017,52.95,570.00,Low-Cost Flat,5,""1-3-2",OFF JALAN CHERAS"TMN KOBENA,133000.00,2017,233.1342694,null
27/12/2017,52.95,570.00,Low-Cost Flat,5,""1-3-2",OFF JALAN CHERAS"TMN KOBENA,133000.00,2017,233.1342694,null
24/09/2018,52.95,570.00,Low-Cost Flat,5,""3-1-7",JALAN CHERAS"TMN KOBENA,145000.00,2018,254.1689403,null
24/09/2018,52.95,570.00,Low-Cost Flat,5,""3-1-7",JALAN CHERAS"TMN KOBENA,145000.00,2018,254.1689403,null
21/03/2017,52.95,570.00,Low-Cost Flat,5,""1-3-2",OFF JALAN CHERAS"TMN KOBENA,160000.00,2017,280.462279,null
21/03/2017,52.95,570.00,Low-Cost Flat,5,""1-3-2",OFF JALAN CHERAS"TMN KOBENA,160000.00,2017,280.462279,null
14/08/2019,52.95,570.00,Low-Cost Flat,5,""1-0-6",JLN 3/29B"TMN KOBENA,165000.00,2019,289.2267252,null
14/08/2019,52.95,570.00,Low-Cost Flat,5,""1-0-6",JLN 3/29B"TMN KOBENA,165000.00,2019,289.2267252,null
18/04/2017,89.00,958.00,Terraced House,2,""26",JALAN 2/92B"TMN KOBENA,300000.00,2017,313.1566177,null
18/04/2017,89.00,958.00,Terraced House,2,""26",JALAN 2/92B"TMN KOBENA,300000.00,2017,313.1566177,null
20/04/2017,145.02,1561.00,Terraced House,2,""84",JLN 2/92B"TMN KOBENA,610000.00,2017,390.8338568,null
20/04/2017,145.02,1561.00,Terraced House,2,""84",JLN 2/92B"TMN KOBENA,610000.00,2017,390.8338568,null
20/03/2019,89.00,958.00,Terraced House,2,""82",JLN 2/92B"TMN KOBENA,380000.00,2019,396.665049,null
20/03/2019,89.00,958.00,Terraced House,2,""82",JLN 2/92B"TMN KOBENA,380000.00,2019,396.665049,null
4/8/2019,89.00,958.00,Terraced House,2,""5",JALAN 2/92B"TMN KOBENA,430000.00,2019,448.8578186,null
4/8/2019,89.00,958.00,Terraced House,2,""5",JALAN 2/92B"TMN KOBENA,430000.00,2019,448.8578186,null
31/07/2019,89.00,958.00,Terraced House,2,""66",JLN 2/92B"TMN KOBENA,463000.00,2019,483.3050466,null
31/07/2019,89.00,958.00,Terraced House,2,""66",JLN 2/92B"TMN KOBENA,463000.00,2019,483.3050466,null
21/06/2019,823.96,8869.00,Detached House,2,""NO. 111",JALAN MIDAH BESAR"TMN MIDAH,2450000.00,2019,276.2289663,null
21/06/2019,823.96,8869.00,Detached House,2,""NO. 111",JALAN MIDAH BESAR"TMN MIDAH,2450000.00,2019,276.2289663,null
29/05/2017,760.04,8181.00,Detached House,2,""4",JLN BUKIT MIDAH"TMN MIDAH,2550000.00,2017,311.714449,null
29/05/2017,760.04,8181.00,Detached House,2,""4",JLN BUKIT MIDAH"TMN MIDAH,2550000.00,2017,311.714449,null
30/10/2017,1010.97,10882.00,Detached House,4,""196",JLN MIDAH BESAR"TMN MIDAH,3500000.00,2017,321.6231006,null
30/10/2017,1010.97,10882.00,Detached House,4,""196",JLN MIDAH BESAR"TMN MIDAH,3500000.00,2017,321.6231006,null
18/05/2020,1546.00,16641.00,Detached House,2,""10",LORONG PADANG"TMN MIDAH,6000000.00,2020,360.5554848,null
18/05/2020,1546.00,16641.00,Detached House,2,""10",LORONG PADANG"TMN MIDAH,6000000.00,2020,360.5554848,null
8/1/2019,701.98,7556.00,Detached House,2,""8",LORONG PADANG MIDAH"TMN MIDAH,2750000.00,2019,363.9367625,null
8/1/2019,701.98,7556.00,Detached House,2,""8",LORONG PADANG MIDAH"TMN MIDAH,2750000.00,2019,363.9367625,null
28/08/2017,587.98,6329.00,Detached House,2,""37",JLN BUKIT MIDAH"TMN MIDAH,2500000.00,2017,394.9963006,null
28/08/2017,587.98,6329.00,Detached House,2,""37",JLN BUKIT MIDAH"TMN MIDAH,2500000.00,2017,394.9963006,null
1/8/2018,464.52,5000.00,Detached House,2,""129",JLN MIDAH TIMUR"TMN MIDAH,2080000.00,2018,416.0140155,null
1/8/2018,464.52,5000.00,Detached House,2,""129",JLN MIDAH TIMUR"TMN MIDAH,2080000.00,2018,416.0140155,null
30/11/2020,606.01,6523.00,Detached House,2,""11A",JALAN MIDAH 14"TMN MIDAH,3050000.00,2020,467.5817594,null
30/11/2020,606.01,6523.00,Detached House,2,""11A",JALAN MIDAH 14"TMN MIDAH,3050000.00,2020,467.5817594,null
20/06/2019,340.95,3670.00,Semi-Detached House,2,""NO 2",JALAN 1/105"TMN MIDAH,2000000.00,2019,544.8863924,null
20/06/2019,340.95,3670.00,Semi-Detached House,2,""NO 2",JALAN 1/105"TMN MIDAH,2000000.00,2019,544.8863924,null
24/07/2018,142.98,1539.00,Terraced House,2,""90",JLN MIDAH BARAT"TMN MIDAH,275500.00,2018,178.9847013,null
24/07/2018,142.98,1539.00,Terraced House,2,""90",JLN MIDAH BARAT"TMN MIDAH,275500.00,2018,178.9847013,null
30/01/2020,485.98,5231.00,Terraced House,1,""200",JALAN MIDAH TIMOR"TMN MIDAH,980000.00,2020,187.3355294,null
30/01/2020,485.98,5231.00,Terraced House,1,""200",JALAN MIDAH TIMOR"TMN MIDAH,980000.00,2020,187.3355294,null
17/09/2020,144.00,1550.00,Terraced House,1,""17",JLN MIDAH 8"TMN MIDAH,330000.00,2020,212.903006,null
17/09/2020,144.00,1550.00,Terraced House,1,""17",JLN MIDAH 8"TMN MIDAH,330000.00,2020,212.903006,null
16/02/2021,146.04,1572.00,Terraced House,2,""94",JLN MIDAH TENGAH"TMN MIDAH,350000.00,2021,222.7129827,null
16/02/2021,146.04,1572.00,Terraced House,2,""94",JLN MIDAH TENGAH"TMN MIDAH,350000.00,2021,222.7129827,null
22/08/2019,519.98,5597.00,Terraced House,2,""NO. 18",JLN 13/105"TMN MIDAH,1300000.00,2019,232.2578248,null
22/08/2019,519.98,5597.00,Terraced House,2,""NO. 18",JLN 13/105"TMN MIDAH,1300000.00,2019,232.2578248,null
2/7/2020,311.97,3358.00,Terraced House,2,""NO.1",JALAN 5/105"TMN MIDAH,780000.00,2020,232.2578248,null
2/7/2020,311.97,3358.00,Terraced House,2,""NO.1",JALAN 5/105"TMN MIDAH,780000.00,2020,232.2578248,null
4/10/2018,336.96,3627.00,Terraced House,2,""30",JALAN 6/105"TMN MIDAH,920000.00,2018,253.6227879,null
4/10/2018,336.96,3627.00,Terraced House,2,""30",JALAN 6/105"TMN MIDAH,920000.00,2018,253.6227879,null
6/12/2020,142.98,1539.00,Terraced House,2,""NO.16",JALAN 7/105"TMN MIDAH,400000.00,2020,259.8688948,null
6/12/2020,142.98,1539.00,Terraced House,2,""NO.16",JALAN 7/105"TMN MIDAH,400000.00,2020,259.8688948,null
11/10/2017,425.22,4577.00,Terraced House,2,""6",JLN 8/105"TMN MIDAH,1200000.00,2017,262.1894857,null
11/10/2017,425.22,4577.00,Terraced House,2,""6",JLN 8/105"TMN MIDAH,1200000.00,2017,262.1894857,null
12/7/2018,157.01,1690.00,Terraced House,1,""NO. 8",JLN MIDAH 6"TMN MIDAH,500000.00,2018,295.8698405,null
12/7/2018,157.01,1690.00,Terraced House,1,""NO. 8",JLN MIDAH 6"TMN MIDAH,500000.00,2018,295.8698405,null
24/02/2020,161.00,1733.00,Terraced House,1,""43",JALAN MIDAH 12"TMN MIDAH,530000.00,2020,305.8301792,null
24/02/2020,161.00,1733.00,Terraced House,1,""43",JALAN MIDAH 12"TMN MIDAH,530000.00,2020,305.8301792,null
22/01/2021,145.02,1561.00,Terraced House,1,""NO. 73",JALAN MIDAH 3A"TMN MIDAH,500000.00,2021,320.3556204,null
22/01/2021,145.02,1561.00,Terraced House,1,""NO. 73",JALAN MIDAH 3A"TMN MIDAH,500000.00,2021,320.3556204,null
18/10/2017,142.98,1539.00,Terraced House,1,""139",JLN MIDAH BARAT"TMN MIDAH,500000.00,2017,324.8224896,null
18/10/2017,142.98,1539.00,Terraced House,1,""139",JLN MIDAH BARAT"TMN MIDAH,500000.00,2017,324.8224896,null
5/9/2017,144.00,1550.00,Terraced House,1,""32",JALAN MIDAH 7"TMN MIDAH,510000.00,2017,329.0319184,null
5/9/2017,144.00,1550.00,Terraced House,1,""32",JALAN MIDAH 7"TMN MIDAH,510000.00,2017,329.0319184,null
28/10/2020,153.01,1647.00,Terraced House,2,""NO.93",JALAN MIDAH 3"TMN MIDAH,550000.00,2020,333.9654997,null
28/10/2020,153.01,1647.00,Terraced House,2,""NO.93",JALAN MIDAH 3"TMN MIDAH,550000.00,2020,333.9654997,null
10/11/2018,336.03,3617.00,Terraced House,2,""27",JALAN 4/105"TMN MIDAH,1250000.00,2018,345.621763,null
10/11/2018,336.03,3617.00,Terraced House,2,""27",JALAN 4/105"TMN MIDAH,1250000.00,2018,345.621763,null
14/01/2019,142.98,1539.00,Terraced House,2,""74",JALAN 7/105"TMN MIDAH,535000.00,2019,347.5746469,null
14/01/2019,142.98,1539.00,Terraced House,2,""74",JALAN 7/105"TMN MIDAH,535000.00,2019,347.5746469,null
9/5/2018,142.98,1539.00,Terraced House,1,""NO.65",JALAN MIDAH 12"TMN MIDAH,550000.00,2018,357.3197304,null
9/5/2018,142.98,1539.00,Terraced House,1,""NO.65",JALAN MIDAH 12"TMN MIDAH,550000.00,2018,357.3197304,null
7/7/2017,285.96,3078.00,Terraced House,2,""55",JALAN MIDAH TENGAH"TMN MIDAH,1130000.00,2017,367.064814,null
7/7/2017,285.96,3078.00,Terraced House,2,""55",JALAN MIDAH TENGAH"TMN MIDAH,1130000.00,2017,367.064814,null
26/06/2019,142.98,1539.00,Terraced House,1,""NO.129",JLN MIDAH BARAT"TMN MIDAH,570000.00,2019,370.3131752,null
26/06/2019,142.98,1539.00,Terraced House,1,""NO.129",JLN MIDAH BARAT"TMN MIDAH,570000.00,2019,370.3131752,null
8/3/2018,142.98,1539.00,Terraced House,1,""59",JALAN MIDAH BARAT"TMN MIDAH,580000.00,2018,376.8098975,null
8/3/2018,142.98,1539.00,Terraced House,1,""59",JALAN MIDAH BARAT"TMN MIDAH,580000.00,2018,376.8098975,null
2/4/2021,172.99,1862.00,Terraced House,2,""21",JALAN MIDAH 4"TMN MIDAH,720000.00,2021,386.6488644,null
2/4/2021,172.99,1862.00,Terraced House,2,""21",JALAN MIDAH 4"TMN MIDAH,720000.00,2021,386.6488644,null
1/3/2017,144.00,1550.00,Terraced House,1,""55",JLN MIDAH 7"TMN MIDAH,600000.00,2017,387.0963746,null
1/3/2017,144.00,1550.00,Terraced House,1,""55",JLN MIDAH 7"TMN MIDAH,600000.00,2017,387.0963746,null
3/12/2020,142.98,1539.00,Terraced House,2,""29",JLN BUDIMAN"TMN MIDAH,600000.00,2020,389.8033423,null
3/12/2020,142.98,1539.00,Terraced House,2,""29",JLN BUDIMAN"TMN MIDAH,600000.00,2020,389.8033423,null
23/03/2017,142.98,1539.00,Terraced House,1,""31",JLN MIDAH TIMUR 1"TMN MIDAH,600000.00,2017,389.8033423,null
23/03/2017,142.98,1539.00,Terraced House,1,""31",JLN MIDAH TIMUR 1"TMN MIDAH,600000.00,2017,389.8033423,null
16/07/2018,142.98,1539.00,Terraced House,1,""NO.190",JALAN MIDAH TIMUR"TMN MIDAH,600000.00,2018,389.8033423,null
16/07/2018,142.98,1539.00,Terraced House,1,""NO.190",JALAN MIDAH TIMUR"TMN MIDAH,600000.00,2018,389.8033423,null
5/9/2019,142.98,1539.00,Terraced House,1,""95",JLN MIDAH 12"TMN MIDAH,600000.00,2019,389.8033423,null
5/9/2019,142.98,1539.00,Terraced House,1,""95",JLN MIDAH 12"TMN MIDAH,600000.00,2019,389.8033423,null
29/01/2018,289.02,3111.00,Terraced House,2,""NO. 2",JALAN MIDAH 7"TMN MIDAH,1228000.00,2018,394.7579361,null
29/01/2018,289.02,3111.00,Terraced House,2,""NO. 2",JALAN MIDAH 7"TMN MIDAH,1228000.00,2018,394.7579361,null
14/06/2019,142.98,1539.00,Terraced House,1,""NO.97",JLN.MIDAH BARAT"TMN MIDAH,610000.00,2019,396.3000646,null
14/06/2019,142.98,1539.00,Terraced House,1,""NO.97",JLN.MIDAH BARAT"TMN MIDAH,610000.00,2019,396.3000646,null
3/2/2018,145.02,1561.00,Terraced House,1,""NO. 63",JALAN MIDAH 3A"TMN MIDAH,620000.00,2018,397.2409693,null
3/2/2018,145.02,1561.00,Terraced House,1,""NO. 63",JALAN MIDAH 3A"TMN MIDAH,620000.00,2018,397.2409693,null
19/12/2018,142.98,1539.00,Terraced House,1,""61",JLN MIDAH TIMUR 1"TMN MIDAH,620000.00,2018,402.796787,null
19/12/2018,142.98,1539.00,Terraced House,1,""61",JLN MIDAH TIMUR 1"TMN MIDAH,620000.00,2018,402.796787,null
7/11/2018,142.98,1539.00,Terraced House,1,""97",JLN MIDAH TIMUR 1"TMN MIDAH,630000.00,2018,409.2935094,null
7/11/2018,142.98,1539.00,Terraced House,1,""97",JLN MIDAH TIMUR 1"TMN MIDAH,630000.00,2018,409.2935094,null
1/4/2021,142.98,1539.00,Terraced House,2,""NO. 155",JLN MIDAH TIMOR"TMN MIDAH,644448.00,2021,418.6799739,null
1/4/2021,142.98,1539.00,Terraced House,2,""NO. 155",JLN MIDAH TIMOR"TMN MIDAH,644448.00,2021,418.6799739,null
10/2/2019,144.00,1550.00,Terraced House,2,""NO.14",JLN MIDAH 16"TMN MIDAH,650000.00,2019,419.3544058,null
10/2/2019,144.00,1550.00,Terraced House,2,""NO.14",JLN MIDAH 16"TMN MIDAH,650000.00,2019,419.3544058,null
15/06/2017,142.98,1539.00,Terraced House,2,""33",JLN MIDAH 11"TMN MIDAH,650000.00,2017,422.2869541,null
15/06/2017,142.98,1539.00,Terraced House,2,""33",JLN MIDAH 11"TMN MIDAH,650000.00,2017,422.2869541,null
6/4/2018,142.98,1539.00,Terraced House,1,""37",JALAN MIDAH TIMOR 1"TMN MIDAH,660000.00,2018,428.7836765,null
6/4/2018,142.98,1539.00,Terraced House,1,""37",JALAN MIDAH TIMOR 1"TMN MIDAH,660000.00,2018,428.7836765,null
19/02/2019,265.98,2863.00,Terraced House,2,""15",JLN BUDIMAN"TMN MIDAH,1230000.00,2019,429.5896608,null
19/02/2019,265.98,2863.00,Terraced House,2,""15",JLN BUDIMAN"TMN MIDAH,1230000.00,2019,429.5896608,null
1/2/2020,161.00,1733.00,Terraced House,2,""NO.85",JALAN MIDAH TIGA"TMN MIDAH,750000.00,2020,432.7785555,null
