DateOfValuation,Size SqM,SqFt,PropertyType,NoOfFloors,ADDRESS,SCHEME,PRICE,YEAR,pricePerSqft,SellerName
14/12/2019,50,538,Low-Cost Flat,5,"05-05-2A,JLN PANTAI DALAM",TMN PANTAI DALAM FLAT,120000,2019,222.9675118,null
17/04/2017,50,538,Low-Cost Flat,5,"14-03-2B,JLN PANTAI DALAM",TMN PANTAI DALAM FLAT,130000,2017,241.5481378,null
12/5/2017,50,538,Low-Cost Flat,5,"04-03-2A,JLN PANTAI DALAM",TMN PANTAI DALAM FLAT,150000,2017,278.7093897,null
8/7/2019,50,538,Low-Cost Flat,5,"12-2-2B,JLN PANTAI DALAM",TMN PANTAI DALAM FLAT,160000,2019,297.2900157,null
22/12/2017,50,538,Low-Cost Flat,5,"02-01-2A,JLN PANTAI DALAM",TMN PANTAI DALAM FLAT,170000,2017,315.8706417,null
16/02/2021,50,538,Low-Cost Flat,5,"16-5-2B,JLN PANTAI DALAM",TMN PANTAI DALAM FLAT,170000,2021,315.8706417,null
8/5/2020,50,538,Low-Cost Flat,5,"1B-1-10,JLN PANTAI DALAM",TMN PANTAI DALAM FLAT,190000,2020,353.0318936,null
29/03/2018,61,657,Low-Cost Flat,12,"53-2-2,JLN 1/112F",TMN PANTAI INDAH,100000,2018,152.300213,null
19/11/2020,61,657,Low-Cost Flat,11,"51-5-14,JLN 1/112F",TMN PANTAI INDAH,123000,2020,187.3292619,null
21/08/2018,61,657,Low-Cost Flat,12,"53-6-5,JLN 1/112F",TMN PANTAI INDAH,165000,2018,251.2953514,null
21/04/2017,60.41,650,Low-Cost Flat,12,"53-8-2,JLN PANTAI DALAM",TMN PANTAI INDAH,170000,2017,261.4390347,null
24/09/2018,61,657,Low-Cost Flat,12,"53-9-5,JLN 1/112F",TMN PANTAI INDAH,197000,2018,300.0314195,null
7/12/2019,61,657,Low-Cost Flat,12,"53-3-1,JLN 1/112F",TMN PANTAI INDAH,200000,2019,304.6004259,null
6/10/2019,61,657,Low-Cost Flat,12,"51-8-6,JLN PANTAI DALAM",TMN PANTAI INDAH,200000,2019,304.6004259,null
17/05/2020,61,657,Low-Cost Flat,12,"5-9-15,JLN PANTAI DALAM",TMN PANTAI INDAH,200000,2020,304.6004259,null
10/7/2019,61,657,Low-Cost Flat,12,"53-6-1,JLN 1/112F",TMN PANTAI INDAH,205000,2019,312.2154366,null
17/09/2020,61,657,Low-Cost Flat,12,"51-9-1,JLN PANTAI DALAM",TMN PANTAI INDAH,210000,2020,319.8304472,null
29/07/2020,61,657,Low-Cost Flat,11,"51-7-15,JLN 1/112F",TMN PANTAI INDAH,210000,2020,319.8304472,null
22/03/2021,61,657,Low-Cost Flat,12,"51-11-03,JLN PANTAI DALAM",TMN PANTAI INDAH,234000,2021,356.3824983,null
31/10/2018,61,657,Low-Cost Flat,12,"51-4-2/3-C-4,JLN PANTAI DALAM",TMN PANTAI INDAH,240000,2018,365.5205111,null
22/07/2020,61,657,Low-Cost Flat,12,"51-10-9,JLN 1/112F",TMN PANTAI INDAH,250000,2020,380.7505324,null
6/2/2020,61,657,Low-Cost Flat,11,"53-10-13,JLN 1/112F",TMN PANTAI INDAH,250000,2020,380.7505324,null
26/10/2018,51,549,Low-Cost Flat,5,"9-3,JLN SEKRUT 1",TMN PERTAMA,60000,2018,109.2977999,null
6/3/2020,51,549,Low-Cost Flat,5,"71-3,JLN SEKRUT 2",TMN PERTAMA,70000,2020,127.5140999,null
14/11/2017,51,549,Low-Cost Flat,5,"C-02-19,JLN SEKRUT 2",TMN PERTAMA,78000,2017,142.0871399,null
14/11/2017,51,549,Low-Cost Flat,5,"C-02-19,JLN SEKRUT 2",TMN PERTAMA,78000,2017,142.0871399,null
6/2/2020,51,549,Low-Cost Flat,5,"101-4BLOK A,JLN SEKRUT 1",TMN PERTAMA,100000,2020,182.1629998,null
10/3/2017,51,549,Low-Cost Flat,5,"B45-2,JLN SEKRUT 1",TMN PERTAMA,110000,2017,200.3792998,null
12/1/2020,51,549,Low-Cost Flat,5,"101-4 BLOK A,JLN SEKRUT 1",TMN PERTAMA,110000,2020,200.3792998,null
17/05/2018,51,549,Low-Cost Flat,5,"41-2(C-2-10),JLN SEKRUT 1",TMN PERTAMA,120000,2018,218.5955998,null
22/10/2018,51,549,Low-Cost Flat,5,"C-0-11,JLN SEKRUT 1",TMN PERTAMA,120000,2018,218.5955998,null
7/2/2018,51,549,Low-Cost Flat,5,"15-4,TMN PERTAMA,JLN SEKRUT 1",TMN PERTAMA,120000,2018,218.5955998,null
21/10/2019,50,538,Low-Cost Flat,5,"87-2,JLN SEKRUT 1",TMN PERTAMA,120000,2019,222.9675118,null
16/04/2021,51,549,Low-Cost Flat,5,"33-3 (C-3-6),JLN SEKRUT 1",TMN PERTAMA,125000,2021,227.7037498,null
22/06/2020,51,549,Low-Cost Flat,5,"B-3-81,JLN SERKIT 1",TMN PERTAMA,128000,2020,233.1686398,null
29/08/2018,51,549,Low-Cost Flat,5,"21-2,JLN SEKRUT 1",TMN PERTAMA,129000,2018,234.9902698,null
2/3/2020,51,549,Low-Cost Flat,5,"49-1(B-1-7),JLN SEKRUT 1",TMN PERTAMA,130000,2020,236.8118998,null
15/03/2017,51,549,Low-Cost Flat,5,"35-4,JLN SEKRUT 1",TMN PERTAMA,130000,2017,236.8118998,null
15/05/2017,51,549,Low-Cost Flat,5,"35-4,JLN SEKRUT 1",TMN PERTAMA,130000,2017,236.8118998,null
27/06/2018,51,549,Low-Cost Flat,5,"37-1,JLN SEKRUT 1",TMN PERTAMA,130000,2018,236.8118998,null
25/05/2019,51,549,Low-Cost Flat,5,"115-4 (A-4-17),JLN SEKRUT 1",TMN PERTAMA,130000,2019,236.8118998,null
18/07/2019,51,549,Low-Cost Flat,5,"41-4,JLN SEKRUT 1",TMN PERTAMA,130000,2019,236.8118998,null
4/2/2018,51,549,Low-Cost Flat,5,"NO 99 GF (BLOK A),JLN SEKRUT 1",TMN PERTAMA,138000,2018,251.3849397,null
12/7/2020,51,549,Low-Cost Flat,5,"37-2,JLN SEKRUT 1",TMN PERTAMA,140000,2020,255.0281997,null
12/1/2020,51,549,Low-Cost Flat,5,"47-1(B-1-8),JLN SEKRUT 1",TMN PERTAMA,140000,2020,255.0281997,null
26/08/2020,51,549,Low-Cost Flat,5,"NO 83,JLN SEKRUT 1",TMN PERTAMA,150000,2020,273.2444997,null
21/08/2019,51,549,Low-Cost Flat,5,"119-1. BLOK A,JLN SEKRUT 1",TMN PERTAMA,152000,2019,276.8877597,null
24/12/2018,51,549,Low-Cost Flat,5,"1-3(C-3-11),JLN SEKRUT 1",TMN PERTAMA,160000,2018,291.4607997,null
12/2/2019,51,549,Low-Cost Flat,5,"39-3(C-3-9),JLN SEKRUT 1",TMN PERTAMA,162000,2019,295.1040597,null
13/07/2017,319.1,3435,Terraced House,2,"2,JLN SELAR 3",TMN PERTAMA,950000,2017,276.5840596,null
24/02/2017,244,2626,Terraced House,2,"NO 49,LRG SELANGAT",TMN PERTAMA,850000,2017,323.6379525,null
12/3/2020,156,1679,Terraced House,2,"12,LRG SELANGAT",TMN PERTAMA,585000,2020,348.3867371,null
28/05/2019,132.8,1429,Terraced House,2,"59,JLN SELAR 4",TMN PERTAMA,550000,2019,384.7644687,null
14/03/2018,143,1539,Terraced House,2,"15,JLN SELANGAT",TMN PERTAMA,640000,2018,415.7902317,null
7/5/2018,142.973,1539,Terraced House,2,"NO 16,JLN SERKUT 1",TMN PERTAMA,700000,2018,454.856448,null
18/12/2019,143,1539,Terraced House,2,"65,JLN SELANGAT",TMN PERTAMA,750000,2019,487.2541778,null
16/12/2020,143,1539,Terraced House,2,"39,JLN SELANGAT",TMN PERTAMA,750000,2020,487.2541778,null
17/12/2018,132.8,1429,Terraced House,2,"53,JLN SELAR 4",TMN PERTAMA,700000,2018,489.7002329,null
25/08/2020,132.8,1429,Terraced House,2,"NO. 21,JLN SELAR 3",TMN PERTAMA,700000,2020,489.7002329,null
15/12/2020,160,1722,Terraced House,2,"NO 41,JLN SERKUT",TMN PERTAMA,850000,2020,493.5478776,null
7/3/2019,504,5425,Low-Cost Flat,4,"43-3,JALAN 8/101",TMN RAJAWALI,125000,2019,23.04145087,null
8/1/2017,51.1,550,Low-Cost Flat,4,"39-3,JALAN CHERAS",TMN RAJAWALI,69000,2017,125.4464964,null
24/05/2019,51.1,550,Low-Cost Flat,4,"37,JALAN 8/101",TMN RAJAWALI,80000,2019,145.4452132,null
13/08/2019,51.095,550,Low-Cost Flat,4,"43-2,JALAN 8/101",TMN RAJAWALI,86000,2019,156.3689044,null
1/3/2019,50.17,540,Low-Cost Flat,4,"G-21,JALAN 8/101",TMN RAJAWALI,85000,2019,157.4001603,null
23/01/2017,51.1,550,Low-Cost Flat,4,"23-2,JALAN 8/101",TMN RAJAWALI,100000,2017,181.8065165,null
25/04/2017,51.095,550,Low-Cost Flat,4,"43-1,JALAN CHERAS",TMN RAJAWALI,100000,2017,181.8243075,null
14/03/2018,46.45,500,Low-Cost Flat,4,"47-1,JALAN CHERAS",TMN RAJAWALI,105000,2018,210.0070751,null
26/08/2019,143,1539,Terraced House,2,"26,JLN BADAM 2",TMN RAKYAT,600000,2019,389.8033423,null
24/04/2019,143,1539,Terraced House,2,"7,JLN BADAM 2",TMN RAKYAT,630000,2019,409.2935094,null
4/6/2018,143,1539,Terraced House,2,"32,JLN BADAM 2",TMN RAKYAT,715000,2018,464.5156495,null
7/5/2017,143,1539,Terraced House,2,"34,JLN BADAM 2",TMN RAKYAT,780000,2017,506.7443449,null
10/1/2018,143,1539,Terraced House,2,"37,JALAN BADAM 2",TMN RAKYAT,800000,2018,519.7377897,null
30/04/2018,143,1539,Terraced House,2,"35,JLN BADAM 2",TMN RAKYAT,850000,2018,552.2214015,null
21/07/2017,728,7836,Detached House,1,"NO.9,LRG BULUH PERINDU 5",TMN SA,4300000,2017,548.7410146,null
26/10/2017,366,3940,Terraced House,2,"10,JLN MENERUNG 2",TMN SA,3600000,2017,913.8012778,null
2/3/2021,216,2325,Terraced House,2,"23,JALAN MENERUNG 4",TMN SA,2300000,2021,989.2462907,null
18/01/2018,209,2250,Terraced House,2,"11,JLN MENERUNG 2",TMN SA,2250000,2018,1000.153312,null
27/12/2018,210,2260,Terraced House,2,"31,JLN  MENERUNG 4",TMN SA,2300000,2018,1017.51047,null
12/4/2020,206.981,2228,Terraced House,2,"24,JALAN MENERUNG 3",TMN SA,2500000,2020,1122.121474,null
28/06/2019,336,3617,Semi-Detached House,2,"NO. 6,PINGGIR BKT SEGAR 1",TMN SEGAR,1900000,2019,525.3450798,null
9/3/2019,316,3401,Semi-Detached House,2,"102,JALAN  BUKIT SEGAR 3",TMN SEGAR,2300000,2019,676.193667,null
30/11/2017,272,2928,Semi-Detached House,2,"46,JALAN  BUKIT SEGAR 3",TMN SEGAR,2000000,2017,683.1112493,null
10/11/2017,268,2885,Semi-Detached House,2,"26,JALAN BUKIT SEGAR 3",TMN SEGAR,2200000,2017,762.6376336,null
6/1/2017,189,2034,Terraced House,2,"82,PERSIARAN LEMAK",TMN SEGAR,630000,2017,309.6770997,null
30/11/2018,276,2971,Terraced House,2,"29,JLN LEMAK 3",TMN SEGAR,1000000,2018,336.6055431,null
3/3/2017,189,2034,Terraced House,2,"84,PERSIARAN LEMAK",TMN SEGAR,720000,2017,353.9166854,null
3/12/2018,189,2034,Terraced House,2,"107,JALAN LEMAK 3",TMN SEGAR,750000,2018,368.6632139,null
26/06/2019,189,2034,Terraced House,2,"70,JLN LEMAK 2",TMN SEGAR,750000,2019,368.6632139,null
6/12/2018,189,2034,Terraced House,2,"109,JALAN LEMAK 2",TMN SEGAR,770000,2018,378.494233,null
5/3/2018,174,1873,Terraced House,2,"39,JLN LEMAK",TMN SEGAR,720000,2018,384.4267444,null
18/12/2019,189,2034,Terraced House,2,"NO. 72,JLN LEMAK 3",TMN SEGAR,810000,2019,398.156271,null
2/8/2021,174,1873,Terraced House,2,"NO. 48,JLN  LEMAK 2",TMN SEGAR,750000,2021,400.4445255,null
5/7/2018,189,2034,Terraced House,2,"86,PERSIARAN LEMAK",TMN SEGAR,850000,2018,417.8183091,null
12/6/2017,189,2034,Terraced House,2,"66,JLN LEMAK 3",TMN SEGAR,860000,2017,422.7338186,null
7/11/2018,174,1873,Terraced House,2,"25,JLN LEMAK 3",TMN SEGAR,800000,2018,427.1408272,null
21/08/2020,174,1873,Terraced House,2,"41,JALAN LEMAK",TMN SEGAR,800000,2020,427.1408272,null
1/11/2017,174,1873,Terraced House,2,"NO. 40,JLN LEMAK 2",TMN SEGAR,850000,2017,453.8371289,null
13/06/2018,97,1044,Flat,9,"07-600(P:K-7-600),JLN 1A",TMN SEGAR APT  (CHERAS HEIGHTS),100000,2018,95.77642258,null
26/11/2019,97,1044,Flat,9,"I-02-428,JLN 1A",TMN SEGAR APT  (CHERAS HEIGHTS),200000,2019,191.5528452,null
21/12/2017,51,549,Flat,8,"B-06-07,JLN 1A, OFF JLN CHERAS",TMN SEGAR APT  (CHERAS HEIGHTS),110000,2017,200.3792998,null
22/10/2018,51,549,Flat,8,"G-7-350,JLN 1A",TMN SEGAR APT  (CHERAS HEIGHTS),112000,2018,204.0225598,null
21/08/2018,51,549,Flat,8,"F-03-261,JLN 1A",TMN SEGAR APT  (CHERAS HEIGHTS),120000,2018,218.5955998,null
25/06/2020,62,667,Flat,8,"H-2-370,JLN 1A",TMN SEGAR APT  (CHERAS HEIGHTS),150000,2020,224.7656369,null
29/10/2019,72,775,Flat,8,"H-01-368,JLN 1A",TMN SEGAR APT  (CHERAS HEIGHTS),180000,2019,232.2578248,null
19/10/2017,51,549,Flat,8,"F-01-250,JLN 1A",TMN SEGAR APT  (CHERAS HEIGHTS),138000,2017,251.3849397,null
25/07/2018,69,743,Flat,8,"G-4-321,JLN 1A",TMN SEGAR APT  (CHERAS HEIGHTS),190000,2018,255.8202128,null
6/4/2020,93,1001,Flat,8,"J-5-514,JLN 1A",TMN SEGAR APT  (CHERAS HEIGHTS),260000,2020,259.7291804,null
6/4/2020,93,1001,Flat,8,"J-5-514,JLN 1A",TMN SEGAR APT  (CHERAS HEIGHTS),260000,2020,259.7291804,null
13/02/2017,72,775,Flat,8,"D-7-192,JLN 1A",TMN SEGAR APT  (CHERAS HEIGHTS),205000,2017,264.515856,null
6/11/2018,69,743,Flat,8,"B-1-55,JLN 1A",TMN SEGAR APT  (CHERAS HEIGHTS),205000,2018,276.0165454,null
4/12/2019,62,667,Flat,8,"F-07-284,JLN 1A",TMN SEGAR APT  (CHERAS HEIGHTS),185000,2019,277.2109521,null
7/1/2020,51,549,Flat,8,"B-7-94,JLN 1A",TMN SEGAR APT  (CHERAS HEIGHTS),153000,2020,278.7093897,null
25/06/2020,71.719,772,Flat,8,"B-5-84,JLN 1A",TMN SEGAR APT  (CHERAS HEIGHTS),218000,2020,282.392146,null
3/9/2017,72,775,Flat,8,"F-5-276,  TMN SEGAR,JLN 1A",TMN SEGAR APT  (CHERAS HEIGHTS),220000,2017,283.8706747,null
27/01/2017,62,667,Flat,8,"B-G-53,JLN 1A",TMN SEGAR APT  (CHERAS HEIGHTS),190000,2017,284.70314,null
3/7/2019,97,1044,Flat,9,"K-04-569,JLN 1A",TMN SEGAR APT  (CHERAS HEIGHTS),300000,2019,287.3292678,null
1/5/2018,51,549,Flat,8,"H-07-413,JLN 1A",TMN SEGAR APT  (CHERAS HEIGHTS),160000,2018,291.4607997,null
31/01/2017,93,1001,Flat,9,"K-01-546,JLN 1A",TMN SEGAR APT  (CHERAS HEIGHTS),295000,2017,294.6927239,null
13/09/2018,69,743,Flat,8,"E-5-223,JLN 1A",TMN SEGAR APT  (CHERAS HEIGHTS),220000,2018,296.212878,null
21/03/2018,72,775,Flat,8,"E-7-240,JLN 1A",TMN SEGAR APT  (CHERAS HEIGHTS),230000,2018,296.7738872,null
23/01/2020,72,775,Flat,8,"H-7-416,  TMN SEGAR,JLN 1A",TMN SEGAR APT  (CHERAS HEIGHTS),230000,2020,296.7738872,null
19/04/2017,62,667,Flat,8,"D-07-188,JLN 1A",TMN SEGAR APT  (CHERAS HEIGHTS),200000,2017,299.6875158,null
20/06/2019,51,549,Flat,8,"E-1-201,  TMN SEGAR,JLN 1A",TMN SEGAR APT  (CHERAS HEIGHTS),165000,2019,300.5689497,null
7/1/2019,60.757,654,Flat,8,"H-07-415,JLN 1A",TMN SEGAR APT  (CHERAS HEIGHTS),199000,2019,304.2895938,null
24/04/2018,72,775,Flat,8,"A-06-42,JLN 1A",TMN SEGAR APT  (CHERAS HEIGHTS),238000,2018,307.0964572,null
28/04/2018,93,1001,Flat,9,"I-1-418,JLN 1A",TMN SEGAR APT  (CHERAS HEIGHTS),310000,2018,309.6770997,null
14/03/2019,72,775,Flat,8,"G-3-320,JLN 1A",TMN SEGAR APT  (CHERAS HEIGHTS),240000,2019,309.6770997,null
3/9/2017,51,549,Flat,8,"G-03-316,JLN 1A",TMN SEGAR APT  (CHERAS HEIGHTS),170000,2017,309.6770997,null
17/09/2020,51,549,Flat,8,"H-02-371,TAMAN SEGAR CHERAS",TMN SEGAR APT  (CHERAS HEIGHTS),175000,2020,318.7852497,null
20/12/2017,62,667,Flat,8,"G-7-351,JLN 1A",TMN SEGAR APT  (CHERAS HEIGHTS),215000,2017,322.1640795,null
21/09/2020,51,549,Flat,8,"C-G-98,JLN 1A",TMN SEGAR APT  (CHERAS HEIGHTS),180000,2020,327.8933997,null
22/03/2018,72,775,Flat,8,"D-01-156,JLN 1A",TMN SEGAR APT  (CHERAS HEIGHTS),255000,2018,329.0319184,null
21/02/2017,69,743,Flat,8,"F-4-265,JLN 1A",TMN SEGAR APT  (CHERAS HEIGHTS),247000,2017,332.5662766,null
27/05/2020,69,743,Flat,8,"E-01-199,  TMN SEGAR,JLN 1A",TMN SEGAR APT  (CHERAS HEIGHTS),250000,2020,336.6055431,null
10/9/2019,92.9,1000,Flat,9,"J-7-532,JLN 1A",TMN SEGAR APT  (CHERAS HEIGHTS),339000,2019,339.0114213,null
7/5/2017,62,667,Flat,8,"G-01-298,JLN 1A",TMN SEGAR APT  (CHERAS HEIGHTS),228000,2017,341.643768,null
20/09/2017,62,667,Flat,8,"A-G-5,JLN 1A",TMN SEGAR APT  (CHERAS HEIGHTS),228000,2017,341.643768,null
1/10/2017,97,1044,Flat,8,"J-8-537,JLN 1A",TMN SEGAR APT  (CHERAS HEIGHTS),360000,2017,344.7951213,null
7/6/2020,72,775,Flat,8,"H-01-368,JLN 1A",TMN SEGAR APT  (CHERAS HEIGHTS),268000,2020,345.8060947,null
29/03/2019,51,549,Flat,8,"F-1-286,JLN 1A",TMN SEGAR APT  (CHERAS HEIGHTS),190000,2019,346.1096997,null
17/07/2017,93,1001,Flat,9,"K-01-550, 1F,JLN 1A",TMN SEGAR APT  (CHERAS HEIGHTS),350000,2017,349.6354351,null
6/11/2019,93,1001,Flat,8,"I-03-438,JLN 1A",TMN SEGAR APT  (CHERAS HEIGHTS),350000,2019,349.6354351,null
19/10/2018,62,667,Flat,8,"H-2-375,JLN 1A",TMN SEGAR APT  (CHERAS HEIGHTS),240000,2018,359.625019,null
21/08/2020,51,549,Flat,8,"C-3-118,JLN 1A",TMN SEGAR APT  (CHERAS HEIGHTS),200000,2020,364.3259996,null
14/12/2017,97,1044,Flat,8,"J-7-533,JLN 1A",TMN SEGAR APT  (CHERAS HEIGHTS),385000,2017,368.7392269,null
8/10/2017,55.3,595,Low-Cost Flat,5,"NO 113 BLOK C,PERSIARAN LEMAK",TMN SEGAR APT  (CHERAS HEIGHTS),75000,2017,125.9988199,null
18/10/2018,51.1,550,Low-Cost Flat,8,"17-4,JLN PERSIARAN LEMAK",TMN SEGAR APT  (CHERAS HEIGHTS),80000,2018,145.4452132,null
14/01/2019,51.1,550,Low-Cost Flat,5,"59-3  BLOK B,PERSIARAN LEMAK",TMN SEGAR APT  (CHERAS HEIGHTS),80000,2019,145.4452132,null
5/2/2017,55.3,595,Low-Cost Flat,5,"C-113-1,  TMN SEGAR,JLN 1A",TMN SEGAR APT  (CHERAS HEIGHTS),100000,2017,167.9984266,null
14/04/2017,55.3,595,Low-Cost Flat,5,"21-4,BLK A,TMN SEGAR,PERSIARAN LEMAK",TMN SEGAR APT  (CHERAS HEIGHTS),125000,2017,209.9980332,null
28/12/2018,55.3,595,Low-Cost Flat,5,"9-2,PERSIARAN LEMAK",TMN SEGAR APT  (CHERAS HEIGHTS),130000,2018,218.3979546,null
26/12/2018,55.3,595,Low-Cost Flat,5,"73-4,PERSIARAN LEMAK",TMN SEGAR APT  (CHERAS HEIGHTS),130000,2018,218.3979546,null
23/05/2018,51,549,Low-Cost Flat,8,"A-7-46,JLN 1A",TMN SEGAR APT  (CHERAS HEIGHTS),120000,2018,218.5955998,null
8/7/2017,56.855,612,Low-Cost Flat,8,"111-3TMN SEGAR,JLN 1A",TMN SEGAR APT  (CHERAS HEIGHTS),136000,2017,222.2289274,null
11/1/2017,55.3,595,Low-Cost Flat,5,"31-4,PERSIARAN LEMAK",TMN SEGAR APT  (CHERAS HEIGHTS),135000,2017,226.7978759,null
28/05/2019,51.1,550,Low-Cost Flat,8,"A-0-43,JLN PERSIARAN LEMAK",TMN SEGAR APT  (CHERAS HEIGHTS),125000,2019,227.2581456,null
28/01/2019,51.1,550,Low-Cost Flat,5,"25,PERSIARAN LEMAK",TMN SEGAR APT  (CHERAS HEIGHTS),130000,2019,236.3484714,null
21/07/2017,51.1,550,Low-Cost Flat,4,"115 BLOK C,JLN 1A",TMN SEGAR APT  (CHERAS HEIGHTS),130000,2017,236.3484714,null
7/11/2018,51,549,Low-Cost Flat,8,"A-7-46,JLN 1A",TMN SEGAR APT  (CHERAS HEIGHTS),130000,2018,236.8118998,null
7/5/2017,55.3,595,Low-Cost Flat,8,"131-2TMN SEGAR,JLN 1A",TMN SEGAR APT  (CHERAS HEIGHTS),148000,2017,248.6376714,null
9/10/2019,51.1,550,Low-Cost Flat,5,"B-89-4,  TMN SEGAR,JLN 1A",TMN SEGAR APT  (CHERAS HEIGHTS),170000,2019,309.071078,null
18/11/2019,51.1,550,Low-Cost Flat,5,"85-4 BLOK B,PERSIARAN LEMAK",TMN SEGAR APT  (CHERAS HEIGHTS),200000,2019,363.6130329,null
18/03/2019,718,7728,Detached House,2,"NO. 7,JLN PADANG JAWA",TMN SEPUTEH,2380000,2019,307.9518791,null
29/08/2018,587.128,6320,Detached House,2,"NO 5,LRG PDG JAWA",TMN SEPUTEH,2180000,2018,344.9483302,null
7/11/2018,638.595,6874,Detached House,2,"2,LENGKONGAN JENJAROM",TMN SEPUTEH,2600000,2018,378.2493408,null
16/01/2020,467.94,5037,Detached House,2,"11,LENGKUNGAN JENJAROM",TMN SEPUTEH,2350000,2020,466.5605746,null
18/05/2020,485.495,5226,Detached House,2,"8,LENGKUNGAN JENJAROM",TMN SEPUTEH,2850000,2020,545.368995,null
17/08/2017,149,1604,Terraced House,2,"14,JLN 1/87C",TMN SEPUTEH,865000,2017,539.3369622,null
20/03/2019,60,646,Low-Cost Flat,5,"2-1-5,JLN 1/108C",TMN SG BESI  (LOW COST FLAT),70000,2019,108.3869849,null
20/08/2017,60,646,Low-Cost Flat,5,"2-3-8,JLN 1/108C",TMN SG BESI  (LOW COST FLAT),78000,2017,120.7740689,null
29/08/2017,60,646,Low-Cost Flat,5,"2-4-4,JLN 1/108C",TMN SG BESI  (LOW COST FLAT),100000,2017,154.8385498,null
1/5/2017,60,646,Low-Cost Flat,5,"2-4-5,JLN 1/108C",TMN SG BESI  (LOW COST FLAT),110000,2017,170.3224048,null
12/7/2018,60,646,Low-Cost Flat,5,"8-4-10,JLN 1/108C",TMN SG BESI  (LOW COST FLAT),115000,2018,178.0643323,null
18/06/2018,60,646,Low-Cost Flat,5,"10-4-5,JLN 1/108C",TMN SG BESI  (LOW COST FLAT),130000,2018,201.2901148,null
5/9/2019,60,646,Low-Cost Flat,5,"8-4-5,JLN 1/108C",TMN SG BESI  (LOW COST FLAT),140000,2019,216.7739698,null
13/08/2020,60,646,Low-Cost Flat,5,"8-1-9,JLN 1/108C",TMN SG BESI  (LOW COST FLAT),140000,2020,216.7739698,null
18/07/2018,60,646,Low-Cost Flat,5,"2-2-4,JLN 1/108C",TMN SG BESI  (LOW COST FLAT),145000,2018,224.5158973,null
15/02/2019,60,646,Low-Cost Flat,5,"4-2-9,JLN 1/108C",TMN SG BESI  (LOW COST FLAT),145000,2019,224.5158973,null
22/01/2021,60,646,Low-Cost Flat,5,"8-3-1,JALAN 1/108C",TMN SG BESI  (LOW COST FLAT),160000,2021,247.7416798,null
3/3/2020,60,646,Low-Cost Flat,5,"4-0-4,JLN 1/108C",TMN SG BESI  (LOW COST FLAT),165000,2020,255.4836072,null
3/4/2019,60,646,Low-Cost Flat,5,"10-3-12,JALAN 1/108C",TMN SG BESI  (LOW COST FLAT),170000,2019,263.2255347,null
4/7/2021,60,646,Low-Cost Flat,5,"12-1-6,JLN 1/108C",TMN SG BESI  (LOW COST FLAT),173000,2021,267.8706912,null
17/02/2020,60,646,Low-Cost Flat,5,"6-3-8,JLN 1/108C",TMN SG BESI  (LOW COST FLAT),175000,2020,270.9674622,null
7/9/2020,60,646,Low-Cost Flat,5,"2-0-14,JLN 1/108C",TMN SG BESI  (LOW COST FLAT),175000,2020,270.9674622,null
24/09/2018,90,969,Condominium/Apartment,16,"22-4-6,JLN 1/108C,TMN SG BESI",TMN SG BESI (MEDIUM COST FLAT),250000,2018,258.0642497,null
5/8/2018,82,883,Flat,5,"28-1-8 (A3-1-8),JLN 1/108C",TMN SG BESI (MEDIUM COST FLAT),150000,2018,169.9447498,null
5/3/2017,82,883,Flat,5,"26-3-11,JLN 1/108C",TMN SG BESI (MEDIUM COST FLAT),165000,2017,186.9392248,null
12/4/2019,82,883,Flat,5,"16-4-12,JLN 1/108C",TMN SG BESI (MEDIUM COST FLAT),180000,2019,203.9336998,null
16/10/2020,82,883,Flat,5,"28-3-8 (A3-3-8),JLN 1/108C",TMN SG BESI (MEDIUM COST FLAT),185000,2020,209.5985248,null
27/11/2018,82,883,Flat,5,"26-4-11(A4-L4-11),JLN 1/108C",TMN SG BESI (MEDIUM COST FLAT),186000,2018,210.7314898,null
13/11/2018,82,883,Flat,5,"26-0-13,JLN 1/108C",TMN SG BESI (MEDIUM COST FLAT),190000,2018,215.2633498,null
28/11/2017,60,646,Flat,5,"2-3-2,JLN 1/108C",TMN SG BESI (MEDIUM COST FLAT),140000,2017,216.7739698,null
16/08/2019,76,818,Flat,5,"20-3-12(T1-3-12),JLN 1/108C",TMN SG BESI (MEDIUM COST FLAT),180000,2019,220.0337287,null
9/4/2019,82.031,883,Flat,5,"26-4-14(A4-L4-14),JLN 1/108C",TMN SG BESI (MEDIUM COST FLAT),199000,2019,225.3748321,null
9/4/2019,82,883,Flat,5,"26-4-14(A4-L4-14),JLN 1/108C",TMN SG BESI (MEDIUM COST FLAT),199000,2019,225.4600348,null
1/4/2021,82,883,Flat,5,"28-03-01,JALAN 1/108C",TMN SG BESI (MEDIUM COST FLAT),200000,2021,226.5929998,null
19/09/2018,90,969,Flat,5,"24-3-5,TMN SG. BESI,JLN 1/108C",TMN SG BESI (MEDIUM COST FLAT),230000,2018,237.4191098,null
18/07/2017,76,818,Flat,5,"18-2-5 (T2-L2-5),JLN 1/108C",TMN SG BESI (MEDIUM COST FLAT),200000,2017,244.4819208,null
13/03/2018,76,818,Flat,5,"18-0-5,JLN 1/108C",TMN SG BESI (MEDIUM COST FLAT),200000,2018,244.4819208,null
27/11/2018,76,818,Flat,5,"18-3-5,JLN 1/108C",TMN SG BESI (MEDIUM COST FLAT),200000,2018,244.4819208,null
